run_id,instance_id,category,official_resolved,outcome_match_mode,outer_fold,observed_tool_wall_ms,observed_gpu_proxy_wall_ms,observed_e2e_ms,proxy_ratio,e2e_model_within25,predicted_tool_wall_ms,predicted_gpu_proxy_wall_ms,predicted_e2e_ms
assignment-case-v1:05ceffc69c44e8fbeeceffda66a28f24d25ecaae234d55bc34e74002a10189b8,django__django-17084,django/django,False,exact_run_id,0,6398.251155987964,74547.19017500001,140082.16595,0.08582820011013195,True,5032.927644020674,19137.542820999995,125970.234473
assignment-case-v1:05f8e4a4ce4ec70f680215feacba3633096259501825e113c12879fa05123206,sympy__sympy-13437,sympy/sympy,False,exact_run_id,1,26156.02485200361,26003.099385,110749.618115,1.00588104766818,True,6565.721132126782,19076.611453,124452.596539
assignment-case-v1:0605eeb81491a60be905d83b2e841d6c9e29173935db8b006d810f6fd6f54b1e,django__django-12453,django/django,True,exact_run_id,1,29521.349211991037,33432.629352,135846.166633,0.883010094754184,True,8692.377095885604,19076.611453,124452.596539
assignment-case-v1:0645b1a474b4d2ddb9f4ca771dd1c29d5550846e02b8c5569eae688b3ffe0898,sympy__sympy-21612,sympy/sympy,False,exact_run_id,0,14416.146657000354,40453.605820000004,105229.008302,0.35636246422990314,True,10379.701164289145,19137.542820999995,125970.234473
assignment-case-v1:06ad3af76d272f808add1583bee40ef2b52b74d711a917f25aac0163299806ac,django__django-13023,django/django,True,exact_run_id,4,14343.31277898309,50444.004822999996,129373.871885,0.28434127760695244,True,8937.96106233458,19033.337498999997,124919.82762699999
assignment-case-v1:06f08a392b6dfcb683338b13de748457832dfeb21655d9b578f204559b451988,django__django-11603,django/django,True,exact_run_id,0,26391.998692990455,73050.70489700005,149505.44073,0.36128328576983093,True,9966.025318726679,17902.862639,125970.234473
assignment-case-v1:080b2f5fd68e2c8eba6916f5b9eb307f2a4810fefd8eb1f6f6d10dbf2de35691,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,True,exact_run_id,2,29562.925125999755,53782.91570100002,151996.762559,0.5496712987884752,True,8116.549842348832,19162.8857395,125168.74167399999
assignment-case-v1:0813248f9b972a14de18f990b279135d112702497a6dba10e015a8b97396e88d,django__django-15814,django/django,False,exact_run_id,3,7342.854376984178,53407.68159499999,106220.055333,0.13748685877560382,True,9540.165071501178,19062.72243000001,124252.1253105
assignment-case-v1:082180b0384bd99692b93cde8dacfd8073c91d650c18efc51ac0de1c9899fd82,scikit-learn__scikit-learn-14710,scikit-learn/scikit-learn,True,exact_run_id,2,136791.17516693077,43155.518487999994,289835.961999,3.1697261430184764,False,10865.096547186113,19162.8857395,125168.74167399999
assignment-case-v1:084ba187739866edddb86de57de1fe1cf71ee28f6238919f5174be18601605d7,django__django-11880,django/django,True,exact_run_id,1,6614.381729974411,29071.713721000007,75970.102274,0.2275194986251017,False,7195.78052768702,12307.491259999999,124452.596539
assignment-case-v1:08943d7db31e523a78353a890f8444802b5c3b37d74dcca0f1ab773f47382a14,sphinx-doc__sphinx-10435,sphinx-doc/sphinx,False,exact_run_id,1,8878.011558001162,51524.816212000005,105094.904243,0.1723055453797717,True,7477.6965704259055,19076.611453,124452.596539
assignment-case-v1:08c0c23e0d7261698b168d4d12d8ca939a628500b3a57765b5dfe05eb9655526,sphinx-doc__sphinx-9258,sphinx-doc/sphinx,False,exact_run_id,0,7042.295559076592,36858.41446199999,105785.09635,0.19106344268652697,True,7315.647670233375,19137.542820999995,125970.234473
assignment-case-v1:08e1b7c40292e11be0ab5645832113f4e990b1c86e657b230568706b32348b92,sympy__sympy-24213,sympy/sympy,True,exact_run_id,3,24701.605731068412,49862.337328,139064.616246,0.49539606554298693,True,11261.640857794191,19062.72243000001,124252.1253105
assignment-case-v1:0a7585c97772b74f29f6e028faf9f580b6bd663236af4fd1fff4d761a3f05764,django__django-11999,django/django,True,exact_run_id,3,8675.465344000258,60350.39112599999,133919.614611,0.1437516009778223,True,9876.60591425447,19062.72243000001,124252.1253105
assignment-case-v1:0aaa78b08576a16853e928f18e8b8b18f89edd7fe4a09404b50f9030ded740e4,django__django-11728,django/django,False,exact_run_id,2,11047.302650011261,65087.02328800001,134620.786253,0.1697312627300323,True,9683.476221674937,19162.8857395,125168.74167399999
assignment-case-v1:0b20d4189e6a881cb58e8557db2d02e1481c795bc385289eb32ee2e849cd0c56,django__django-16502,django/django,False,exact_run_id,1,10827.803467924241,67173.832879,140972.145655,0.1611907941508761,True,11685.380251627066,19076.611453,124452.596539
assignment-case-v1:0b7ea917c359ea877d851343834dd79939ad595ffd3f75b1c567b83594769815,sphinx-doc__sphinx-9229,sphinx-doc/sphinx,False,exact_run_id,4,6461.254481022479,47320.970902999994,109443.279426,0.13654103788924704,True,7207.686177980577,19033.337498999997,124919.82762699999
assignment-case-v1:0ba7ea04258a3d59a4027001f1ef69935cacb514a89ec77be726462dab930924,django__django-14672,django/django,True,exact_run_id,4,7721.859521989245,46282.084190000016,102321.566167,0.16684338350643413,True,10272.384918140233,19033.337498999997,124919.82762699999
assignment-case-v1:0bb6dc2cfe5c12973ecf64135c22b5e7c9086df5ad5d0cc1e7e997bb24fdc520,sympy__sympy-18698,sympy/sympy,False,exact_run_id,4,12581.487472023582,32177.999209,97441.28661,0.3909965747188101,False,7131.844523970358,19033.337498999997,124919.82762699999
assignment-case-v1:0bea4a7128770a292be6f0ecfbb29e2d2b876fb0898c880e8c136447970f19a3,pylint-dev__pylint-8898,pylint-dev/pylint,False,exact_run_id,1,10639.682971930597,36127.812721999995,89929.757873,0.29450116600752785,False,8071.825819835794,15999.738637999995,124452.596539
assignment-case-v1:0c05ef52aa1d99d4f0ca4662c3cf9f71423eaad8593032412dd24a9f425f6f7b,sympy__sympy-13647,sympy/sympy,True,exact_run_id,3,9647.749905991077,58174.935873,148411.488718,0.1658403187079191,True,9884.030209514094,19062.72243000001,124252.1253105
assignment-case-v1:0c3e0b7731fbea3964807819ffe060b973179b58debbbd77a546584f1edfba49,django__django-13158,django/django,False,exact_run_id,4,5909.211154008517,84321.36498000001,142529.101165,0.07007964298739838,True,4681.093663324646,11665.593950999997,124919.82762699999
assignment-case-v1:0c5365797dd313bfd6677c45f76faac58f6aa0e40b912b96b05240c297501f6b,matplotlib__matplotlib-20676,matplotlib/matplotlib,False,exact_run_id,3,18784.871555981226,43272.84409199999,243245.585203,0.43410300270635677,False,7975.4115140003705,19062.72243000001,124252.1253105
assignment-case-v1:0cede4eeb275bffb62d306f95f725fb9316ed3b166f8efaf4fd317a34b5f7f48,django__django-12983,django/django,True,exact_run_id,3,49677.002971995535,105580.44401400001,207978.030055,0.4705132985177477,False,12699.021255286425,19062.72243000001,124252.1253105
assignment-case-v1:0d46eb654654368ddf2cf987d983e73c07dbf3d10d1131b43a2faeaa1546aec8,psf__requests-2148,psf/requests,True,exact_run_id,3,6378.941235023376,42782.55505999999,106052.660616,0.1491014556301579,True,8582.957321481445,19062.72243000001,124252.1253105
assignment-case-v1:0edcf5cb9f170b7ebde2be261cb3bf86b006d2fd0b68e53b493d1ba963943026,django__django-14672,django/django,True,exact_run_id,4,10437.480735010467,50205.952461,136999.511298,0.20789329199796192,True,10444.676638880992,19033.337498999997,124919.82762699999
assignment-case-v1:0f065410b308260975654054cb8fadc4b0abca375fec91a0827b863658354980,django__django-11551,django/django,True,exact_run_id,4,11319.283902994357,62850.059697,140337.671791,0.1800998114809214,True,9232.900117165627,19033.337498999997,124919.82762699999
assignment-case-v1:0f44a3916facc25d5c41a397686454e46d2cfdc23449811b29f5d8a105f0a321,django__django-15315,django/django,True,exact_run_id,4,8975.78747398802,44539.397308,117327.515275,0.20152467290741322,True,11423.90141515898,18419.358869999996,124919.82762699999
assignment-case-v1:1016b2f5f94d93df860c6bbafa497206b5c445e35a9e1392bfa3835c460bfd91,django__django-11179,django/django,True,exact_run_id,3,10974.844862066675,119391.36338499998,172894.421479,0.09192327276367736,False,6325.578701502309,14143.310190000004,124252.1253105
assignment-case-v1:1090236262429d752cfec359076d6b93809e09d21637790a646aa14e56307a96,sphinx-doc__sphinx-10614,sphinx-doc/sphinx,False,exact_run_id,1,16022.433919017203,70802.43450399999,132056.744555,0.22629778243164808,True,8484.598056664254,19076.611453,124452.596539
assignment-case-v1:10c44b5937fb166aac3b4f3c7329a8e546b879a4f25168d6fc19e9cdbeba8271,django__django-11790,django/django,False,exact_run_id,3,50957.97700501862,48658.826846,176075.139633,1.047250423161561,False,10069.279727009416,19062.72243000001,124252.1253105
assignment-case-v1:1158d16a5ff444e322596a6ba34f7eab479b812bf9fae364da9b37dcefa25eb5,sympy__sympy-15599,sympy/sympy,False,exact_run_id,4,5747.529969055904,27583.408734999994,75315.277941,0.20836909695511951,False,4285.828504127494,9823.658064,124919.82762699999
assignment-case-v1:11f6b581b04ade389d18037829918c34b50a9dc119bd254dc9107665fa9ef661,sympy__sympy-20801,sympy/sympy,False,exact_run_id,3,8098.975689092185,28782.110446000002,87293.616689,0.2813892228051589,False,7676.849024495823,19062.72243000001,124252.1253105
assignment-case-v1:12f45ce138833a52df57df5df160e2df9f15d663d11c4de6acc58c00754449c0,django__django-13315,django/django,False,exact_run_id,3,7950.366348981333,78899.45763700001,146905.863284,0.1007657921497929,True,6879.452070477782,19062.72243000001,124252.1253105
assignment-case-v1:13283defa996e245d684fe27322ffe18294f66aabc91a78fce036cbdb5c96d23,django__django-15252,django/django,False,exact_run_id,2,11555.337996018352,64444.80060099999,136802.094523,0.1793059779571891,True,8542.732896592497,19162.8857395,125168.74167399999
assignment-case-v1:13d1ccc9ab2d5ecc54f5ed78148f741c52fe7afd4a4648e909f3d7426ad09db7,astropy__astropy-13453,astropy/astropy,False,exact_run_id,2,8607.37644902838,34559.922966000006,89291.293344,0.24905658665663988,False,6392.321046809229,19162.8857395,125168.74167399999
assignment-case-v1:142cac08530619701eebd9e6b0146062b67c8860a48ebedf0c77a53aeef1fedb,django__django-13265,django/django,False,exact_run_id,2,6958.92906201334,56899.14927900001,122244.817508,0.12230286656643738,True,6795.786076616423,19162.8857395,125168.74167399999
assignment-case-v1:14fd65389b798724dfa7d28ee48ca19db7ad1d818d9a494769e3b7a25199c538,django__django-15161,django/django,False,exact_run_id,0,19636.18503001635,51339.917133,134711.798726,0.38247403047315603,True,7989.374332526495,19137.542820999995,125970.234473
assignment-case-v1:150d1658fdc8ae2cac015ea565953811b8c8f0dcfed7c34dd309662acc8a487d,pylint-dev__pylint-7277,pylint-dev/pylint,True,exact_run_id,3,65700.45455908985,48975.917669,248098.383657,1.3414849110765286,False,11564.897986023425,19062.72243000001,124252.1253105
assignment-case-v1:152f1e13a3b947069da23e8c1e2236adb9a82f0425ab669d0dfe43b8e0f2d1f5,django__django-16661,django/django,False,exact_run_id,1,28598.759141023038,47200.042655,198660.202305,0.6059053664434244,False,8537.85280615557,19076.611453,124452.596539
assignment-case-v1:15334bfc89a03314b3ebd304df04f6d05d14f1fd7a6b48f4b7d79e81fa44afab,django__django-13757,django/django,False,exact_run_id,0,13616.696142002183,55768.89947999999,144414.846995,0.2441628984786663,True,7194.1027760021825,19137.542820999995,125970.234473
assignment-case-v1:15ebf286f4d547e6b3c6197827ecd887d81eabbc3f6a8e8b583a139c8f9b11c3,sympy__sympy-18057,sympy/sympy,False,exact_run_id,2,40681.84599302185,53660.138353,135822.462573,0.7581390440218169,True,10281.110634094148,19162.8857395,125168.74167399999
assignment-case-v1:163326e2370fa3b7576c2c9deed060009d17922afe8e6d25f084b5f27b0260bd,django__django-15368,django/django,True,exact_run_id,0,11661.36460902635,90151.834048,146709.762712,0.1293524944020266,True,7989.525967755981,19137.542820999995,125970.234473
assignment-case-v1:164bc0089deb9287c43c4a4705f118e8b0201a4c0a950759f3df3f1301d664df,astropy__astropy-14539,astropy/astropy,False,exact_run_id,0,12734.568377003598,52463.216906999995,124057.550482,0.2427332734776404,True,8142.753261261532,19137.542820999995,125970.234473
assignment-case-v1:16a45eafe4bbd4e428b57b199d32aa2e28d7b6ff12f59931cf4838231b78ff24,django__django-11451,django/django,True,exact_run_id,4,10170.162193011492,48371.75390299999,116377.517771,0.21025001932751386,True,9941.423874899556,19033.337498999997,124919.82762699999
assignment-case-v1:16ce165dc4361e26ff9fafb1f1f54afbe38792d67d420a1ce182d64e1f4fa837,sympy__sympy-14817,sympy/sympy,True,exact_run_id,2,19811.439558994607,47819.300468999994,116935.827472,0.41429797936583884,True,8774.245657863503,19162.8857395,125168.74167399999
assignment-case-v1:16f1ebd6befc7630a235b427aabbbb05766f2d500cef05b02a82afedcb47db04,pylint-dev__pylint-6903,pylint-dev/pylint,True,exact_run_id,2,32127.45977996383,104263.53087999999,207052.543566,0.3081370783130324,False,9120.338624838041,19162.8857395,125168.74167399999
assignment-case-v1:1798502b82224ea304cda58e27f807d8e1dba139dff23bef3e3d5b5416f70456,django__django-14349,django/django,False,exact_run_id,3,10554.78863704775,45653.35589700001,137563.008303,0.2311941461841435,True,11188.718434026669,19062.72243000001,124252.1253105
assignment-case-v1:17caa950d302b1a75e830e1b98fd4340432a7447a23caf5a255785bab5423541,django__django-15781,django/django,False,exact_run_id,2,33238.92812201666,46122.127619000006,152435.634415,0.7206720469747776,True,10263.955676851765,19162.8857395,125168.74167399999
assignment-case-v1:17d40e3e61622392a4d701107cf550578a53a447bcd9b05150c87539eff8b146,matplotlib__matplotlib-25311,matplotlib/matplotlib,False,exact_run_id,0,26756.734194990713,28748.873900000002,241389.287851,0.9307054699972339,False,8354.90043426762,19137.542820999995,125970.234473
assignment-case-v1:17e6cc971acecd406a23c9efb228baad37bd4ab10af24bdd57395821624636d6,pydata__xarray-3364,pydata/xarray,False,exact_run_id,0,9421.441042009974,46235.294401,111391.930489,0.20377162434173238,True,7000.742550964787,19137.542820999995,125970.234473
assignment-case-v1:18105acd69f6846ac5a27227fa9b5b33cb2e6ddc2eac91590c4238d88ebe3208,django__django-12700,django/django,True,exact_run_id,4,13100.406019999355,60863.306543000006,123428.480859,0.2152430875694192,True,9769.990482145658,19033.337498999997,124919.82762699999
assignment-case-v1:18310e941156a26dc0c031ece89fd988d1d2128e7a3c68c1d03868a32cb78252,astropy__astropy-14182,astropy/astropy,False,exact_run_id,2,10049.975812995399,34273.22796699999,200686.252675,0.29323108470179776,False,7604.094703849114,19162.8857395,125168.74167399999
assignment-case-v1:183a6eaa194d8fb9068a11be23e432f34923f449e81e160fe95f246460c7c207,django__django-16595,django/django,True,exact_run_id,3,15138.408719023573,64036.96734899999,137017.688424,0.2364010874612409,True,10614.777369532021,19062.72243000001,124252.1253105
assignment-case-v1:19847bab93df5ef1337c2852c5dfe193f8750c0ca248c38da1c89e1ee74bc01c,sympy__sympy-15346,sympy/sympy,False,exact_run_id,4,8550.74261498521,43880.691668,102515.686727,0.19486344198217917,True,6862.31075644173,19033.337498999997,124919.82762699999
assignment-case-v1:1988d9b0b91cf337f08091282119e2856033a4c8c80d9364d4aa1d5cb52dd5e9,astropy__astropy-7336,astropy/astropy,True,exact_run_id,2,13239.47701700672,25588.724729,84059.049304,0.5173949525512018,False,7610.855254562921,13599.467299000002,125168.74167399999
assignment-case-v1:19d279b0bbfb7a0b2c8c9625ee62215ead7c1ce285fddab53afea72495e9e102,matplotlib__matplotlib-25442,matplotlib/matplotlib,True,exact_run_id,2,26947.386204992654,35228.03150599999,295502.153224,0.7649415835342094,False,9460.639250881286,19162.8857395,125168.74167399999
assignment-case-v1:19e2c904ef7dc98416d35e6c4d5cb3a104756896961c0ea99069fbbc8770c7e7,sympy__sympy-12454,sympy/sympy,False,exact_run_id,0,16427.98544600373,47436.46273399999,122484.638289,0.34631556611047654,True,10234.111688007033,19137.542820999995,125970.234473
assignment-case-v1:1b3d2fc487fe7217f6e8752f8021a19aa7319f56dd1105079c0121135a245f60,sympy__sympy-13615,sympy/sympy,False,exact_run_id,4,10335.987958213082,57965.206285999986,125520.073012,0.17831365780387942,True,8921.201079025195,19033.337498999997,124919.82762699999
assignment-case-v1:1b72a394ddb0a6f18b8ad02027dd72fff19b4b21004df2cb4beb304d92175216,django__django-11333,django/django,False,exact_run_id,2,16497.80059600016,90987.187243,168375.848725,0.1813200418201674,False,8771.896567805015,19162.8857395,125168.74167399999
assignment-case-v1:1b82df1ede39f6db92d7a4074780a92a51d89223067c28091c3ea1d3f22f0127,sympy__sympy-14531,sympy/sympy,True,exact_run_id,2,18039.223500993103,33796.574824,117486.602667,0.533758926605275,True,7913.028033597584,19162.8857395,125168.74167399999
assignment-case-v1:1bd056a857cacaad428b4a4cc1c31541e96e10a5979fec1191d578199102241f,django__django-11815,django/django,True,exact_run_id,4,18739.251713999693,69765.098347,191193.579052,0.2686049637713369,False,9980.055794658256,19033.337498999997,124919.82762699999
assignment-case-v1:1bd56536f095b7b4d58ae764b803a7039e77254a1be1611f684a4fbaaa9e3817,sphinx-doc__sphinx-9711,sphinx-doc/sphinx,False,exact_run_id,4,15743.460379977478,40382.229704,97816.509253,0.3898610972047944,False,9468.002194360452,19033.337498999997,124919.82762699999
assignment-case-v1:1bd8457f2c9e9caf2844af7e311320cb0133f710ed6ae7e18db444472778387f,django__django-10999,django/django,False,exact_run_id,4,6736.951029917691,70681.21198,138754.992439,0.09531459409360415,True,10712.347337463143,19033.337498999997,124919.82762699999
assignment-case-v1:1bf55bac7d433ba579eb3318f4c2bf2163e8240925cdbd41d83d03ed510c6fe9,scikit-learn__scikit-learn-13124,scikit-learn/scikit-learn,False,exact_run_id,3,11230.793622060446,38139.55181899999,105016.40894,0.29446579958146224,True,5002.865428252335,11683.604070000001,124252.1253105
assignment-case-v1:1bf98b1e55043f8a665a6a12b88c2c7f6854388c531e5b191aa887a4b249274f,psf__requests-6028,psf/requests,False,exact_run_id,3,35777.346721995855,48627.64672100002,160695.572266,0.7357408621327605,True,9954.321324021294,19062.72243000001,124252.1253105
assignment-case-v1:1c5e3fc85a6bca3a0f7b39f001b3513d732efc4f30964e1fb2f4c7f6371263e5,django__django-11797,django/django,False,exact_run_id,0,6835.171068003547,29459.037534,108174.07589,0.23202289145104515,True,6018.090462537657,19137.542820999995,125970.234473
assignment-case-v1:1d2b866c5d05daa35f42bdc585f5ac46d4941663d5b25ac5db54b1668fe5e33e,pytest-dev__pytest-5227,pytest-dev/pytest,True,exact_run_id,3,8655.269534996478,29270.472603000002,101629.926939,0.2956996852216653,True,10676.76528577067,15373.163250000005,124252.1253105
assignment-case-v1:1d83b4e414d6d1d4b31602ea6a513e2e820b159220d5263f2b32fc697ed21695,scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,True,exact_run_id,2,9639.715257028001,34117.758771,102541.38222,0.2825424530881475,True,7068.293453157821,19162.8857395,125168.74167399999
assignment-case-v1:1e2725448eb687e25fcb0ca4a3535f810d08c6736173f92f26f279d1bfd9c912,django__django-11564,django/django,False,exact_run_id,4,15470.036155020352,30394.49912499999,127838.369044,0.508974867175751,True,7382.705743784754,19033.337498999997,124919.82762699999
assignment-case-v1:1e57ed8cbe9c079cc393dc000de30cb7d86203b27290a90676913a094f4ef8b7,sympy__sympy-16766,sympy/sympy,True,exact_run_id,0,10884.24463600677,34213.722601,85153.815807,0.3181251208159572,False,9886.946425736824,19137.542820999995,125970.234473
assignment-case-v1:1e704f3dac66227ff332c1e00e345643f6f71903fc8d4abb80b9e05f5fcdf528,sphinx-doc__sphinx-9320,sphinx-doc/sphinx,True,exact_run_id,0,72981.74283496337,50617.780987,171060.489958,1.4418202736644468,False,9982.05674950259,19137.542820999995,125970.234473
assignment-case-v1:1f0b8f40093557e30913de93fc950d10ed482d52f815c44a3c6d5eafcc71baf3,astropy__astropy-7671,astropy/astropy,True,exact_run_id,1,18644.509917001415,50082.35926,157520.027264,0.37227698919312885,True,11925.117461905756,18461.23689,124452.596539
assignment-case-v1:1f47c129aa7c6b4761e37d886c0bcfab3e4d5c656af513e1743c1eaa82f8e133,sympy__sympy-19637,sympy/sympy,True,exact_run_id,1,9174.202103051357,41933.44555699999,97478.432574,0.21878006877781828,False,8416.643044187367,19076.611453,124452.596539
assignment-case-v1:1f590e3bf53108fcf6c9936a45fd5c598975fbb638c89fcc1f6ed08547cea96a,matplotlib__matplotlib-23987,matplotlib/matplotlib,False,exact_run_id,2,14619.305399006407,34350.824696,294738.872084,0.4255881926674313,False,6834.3191783842485,19162.8857395,125168.74167399999
assignment-case-v1:1fd8a40a954e97a6454657b596ef2f0e939e77f254f0042255bd6f147c45b1f0,sphinx-doc__sphinx-7454,sphinx-doc/sphinx,False,exact_run_id,1,11223.455072991783,40008.77944099999,93689.108126,0.2805248055503105,False,6978.348351916793,19076.611453,124452.596539
assignment-case-v1:1fe20105c9e6ff40b755c01bf9bbacd123c2653ff085a894eb9a6aede2ba0b80,scikit-learn__scikit-learn-14496,scikit-learn/scikit-learn,True,exact_run_id,2,99867.93148597644,28345.829965000004,245928.106941,3.523196590443402,False,8857.153030579866,13599.467299000002,125168.74167399999
assignment-case-v1:20caa91d66fe2d4aca12449e7a165200d0a392c65c81f0be0358359cf0ae8b09,django__django-12497,django/django,True,exact_run_id,2,6994.534141980694,37288.007953999986,95103.628292,0.18758133045373293,False,8700.513221599977,19162.8857395,125168.74167399999
assignment-case-v1:218a0e9f763396fd4bd446fc71d9a849b3f1443f81a1774981d8ed34af32d34f,django__django-11206,django/django,False,exact_run_id,2,7198.200293962145,74129.928819,131895.738631,0.09710248490238936,True,9080.88539633718,19162.8857395,125168.74167399999
assignment-case-v1:21b9110eb053494e8b2dea7b697857bae88a34184edc8d69330f4092d9b07a81,sympy__sympy-22005,sympy/sympy,False,exact_run_id,1,15861.190125986468,89634.304691,166088.624845,0.17695446158326766,False,10032.923112445133,19076.611453,124452.596539
assignment-case-v1:21cc14f22723970739bd2cd0aaffca854e399ed6919f0869b441f9b6bb9c8f64,django__django-15930,django/django,False,exact_run_id,3,4736.239339079475,89686.516589,134780.867392,0.052808822543347296,True,4491.30067248916,14143.310190000004,124252.1253105
assignment-case-v1:22ae18f2fbe436543d0916eaad9d9ffa13f7804cf829f1f381cb1b665bb998dd,django__django-13449,django/django,False,exact_run_id,0,6961.446403991431,37175.002723,97095.837014,0.18726149008953313,False,7284.640038242287,19137.542820999995,125970.234473
assignment-case-v1:231a6911087d5778045b5162e469d9d3cf1713a1a3353b516cf7afa3ed8167fc,django__django-16041,django/django,True,exact_run_id,1,11970.362158004718,38235.50159500001,207753.075087,0.3130693114686395,False,7984.07615267206,19076.611453,124452.596539
assignment-case-v1:2372969c8194ef2010619926722b6e51db6cee21071e65c3d7d033e953077c32,astropy__astropy-13398,astropy/astropy,False,exact_run_id,0,11576.488732913276,32546.949171,90346.071418,0.3556858331664513,False,5100.105247249303,14198.822093,125970.234473
assignment-case-v1:2401919891426c6b8e18b5f25c6123c91e544ba8be5dfd2dbc56b02897c7278b,django__django-11734,django/django,False,exact_run_id,2,10517.027640984452,37666.244466000004,96306.065899,0.2792162529098913,False,5156.352827090814,19162.8857395,125168.74167399999
assignment-case-v1:2411c20b2b23486f99ec0d1e5033f9e439fa16cf8b95df70fe20e85bef0a2cad,sympy__sympy-23262,sympy/sympy,True,exact_run_id,3,10421.81900399737,47683.59819500001,115604.497252,0.2185619248232441,True,8003.18749348844,19062.72243000001,124252.1253105
assignment-case-v1:2467dc9f403e46a9be65fe89de8ba2f68d726b7f04b690a112352b1466590dc3,scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,False,exact_run_id,2,12550.441839994164,45162.580384,141533.072712,0.27789470250111037,True,7859.004560332323,19162.8857395,125168.74167399999
assignment-case-v1:24816b3cb4057a3f0d5665dbcaca992241d90a1d19b47a74ede3e612da938742,matplotlib__matplotlib-25079,matplotlib/matplotlib,False,exact_run_id,4,40557.49936700886,26980.048981,240385.386659,1.5032403905408187,False,6557.575369899496,19033.337498999997,124919.82762699999
assignment-case-v1:25525711011bec866556c928bd6fb0edd76e940ac8edeca1d2380bf0c97583bf,pydata__xarray-6461,pydata/xarray,True,exact_run_id,2,59029.41751998878,47421.492613,249765.437654,1.244781938892548,False,9501.013262848574,17308.412926,125168.74167399999
assignment-case-v1:26f9e0c2b3178fd2348934969e7aba249ca1e66dc98c0d5eb0142b772da93b94,sympy__sympy-13471,sympy/sympy,True,exact_run_id,0,46501.6567609855,44278.323734000005,140560.580627,1.050212673820763,True,8587.072994032496,19137.542820999995,125970.234473
assignment-case-v1:270cea183bd3384ad7af01c8103dafb2e5aae9980f0d8e5b159dc40db2228ac8,django__django-16820,django/django,False,exact_run_id,1,12656.233673991665,26359.20562299999,114476.63133,0.4801447302701846,True,6479.812090146879,19076.611453,124452.596539
assignment-case-v1:281b8e4c0c9aeb2e2fdfb7be983bb98840acc83334e08c594d6f7ba5ad411633,mwaskom__seaborn-3069,mwaskom/seaborn,False,exact_run_id,1,11271.234693012957,29718.461722,150862.031492,0.37926709660981817,True,8287.849691914744,19076.611453,124452.596539
assignment-case-v1:2894190a3149cad310d395451e2227a4d9761b25740463b8f5b5444656d296ee,django__django-15380,django/django,True,exact_run_id,3,47115.36043902743,48621.13501699999,146636.466642,0.969030451933175,True,10479.40733150972,19062.72243000001,124252.1253105
assignment-case-v1:2950f666cb7a139c16501b19eb91794232dd0a922ee3b780c7a17ed25b3f06d9,pydata__xarray-6599,pydata/xarray,False,exact_run_id,2,85151.27386897802,51191.602303000014,208773.590624,1.6633836418124355,False,8837.371632109353,19162.8857395,125168.74167399999
assignment-case-v1:29cc43d8d494401fa58a074f2072714944451c60a4b4369bad44954aa747907f,sympy__sympy-24152,sympy/sympy,True,exact_run_id,3,19274.041139033216,70976.16441299999,152265.463015,0.2715565330760954,True,12665.550498535595,17832.869370000008,124252.1253105
assignment-case-v1:2a2115c55922e05bdf428596a2c83e2b7666a56636533c7c3e5fd21a8e6fddfa,sphinx-doc__sphinx-7975,sphinx-doc/sphinx,False,exact_run_id,0,7063.762537007278,73117.683026,131844.371236,0.09660812876818686,True,9387.92107575864,19137.542820999995,125970.234473
assignment-case-v1:2b275df3f6ee55a7e545e6b8b5960fbdd7ea3c050adc1f5da9e2e6ecfa57f8b3,scikit-learn__scikit-learn-15100,scikit-learn/scikit-learn,True,exact_run_id,3,13360.62378087081,48522.809165,125093.219663,0.275347285344476,True,11079.09485325763,19062.72243000001,124252.1253105
assignment-case-v1:2b8d9f2c6d10d80ad037ff5b1e76d6afbf7a38f09c467053e8c0c383a4b0441e,matplotlib__matplotlib-26342,matplotlib/matplotlib,False,exact_run_id,3,10417.130168003496,37469.38007499999,101384.368976,0.27801714752558526,True,7164.831483985836,19062.72243000001,124252.1253105
assignment-case-v1:2bc1826d52a1255e0d6aa0d93ea5386e98d77830dbaffe300a3cd0da9eccb705,sympy__sympy-22714,sympy/sympy,False,exact_run_id,4,9559.35273502837,37625.94560299999,103770.144,0.25406279049811265,True,9847.008459653807,19033.337498999997,124919.82762699999
assignment-case-v1:2c871eee6b0a67302561bb1ecdb3964e78d649b218d06416f445da253acd0db8,matplotlib__matplotlib-25287,matplotlib/matplotlib,True,exact_run_id,0,22667.589907039655,39992.52660400001,232087.162518,0.5667956448836234,False,8636.454960012998,17285.522548,125970.234473
assignment-case-v1:2d6d52e374d50e5e39277319e8511919d4b15386ab69635a9209255c0c44088a,sphinx-doc__sphinx-7985,sphinx-doc/sphinx,False,exact_run_id,2,5654.628128977492,53759.35314700001,117457.950625,0.10518408049880049,True,5927.573231576389,13599.467299000002,125168.74167399999
assignment-case-v1:2ddd442ef3e5620d073f06b7f0efec3d4f05216977d0bdf29da6e4ff705bbd98,django__django-15851,django/django,True,exact_run_id,4,23396.07347297715,53680.177882,178158.727174,0.4358419512768102,False,9246.676206925258,19033.337498999997,124919.82762699999
